#PFAM_ID	DESCRIPTION
PF08727	Poliovirus 3A protein like
PF00067	Cytochrome P450
PF08944	NADPH oxidase subunit p47Phox, C terminal domain
PF08336	Prolyl 4-Hydroxylase alpha-subunit, N-terminal region
PF12409	P5-type ATPase cation transporter
PF00870	P53 DNA-binding domain
PF14936	Tumour protein p53-inducible protein 11
PF11619	Transcription factor P53 - C terminal domain
PF08563	P53 transactivation motif
PF07710	P53 tetramerisation motif
PF14748	Pyrroline-5-carboxylate reductase dimerisation
PF17548	Histone-like Protein p6
PF10546	P63C domain
PF16563	Coiled-coil and interaction region of P66A and P66B with MBD2
PF08061	P68HR (NUC004) repeat
PF02225	PA domain
PF07472	Fucose-binding lectin II (PA-IIL)
PF07828	PA-IL-like protein
PF07691	PA14 domain
PF04636	PA26 p53-induced protein (sestrin)
PF02251	Proteasome activator pa28 alpha subunit
PF02252	Proteasome activator pa28 beta subunit
PF05138	Phenylacetic acid catabolic protein
PF06243	Phenylacetic acid degradation B
PF05488	PAAR motif
PF07848	PaaX-like protein
PF08223	PaaX-like protein C-terminal domain
PF13969	Pab87 octamerisation domain
PF00658	Poly-adenylate binding protein, unique domain
PF16094	Proteasome assembly chaperone 4
PF09754	PAC2 family
PF10178	Proteasome assembly chaperone 3
PF16093	Proteasome assembly chaperone 4
PF05375	Pacifastin inhibitor (LCMII)
PF14000	DNA packaging protein FI
PF10254	PACS-1 cytosolic sorting protein
PF10495	Pericentrin-AKAP-450 domain of centrosomal targeting protein
PF03068	Protein-arginine deiminase (PAD)
PF03551	Transcriptional regulator PadR-like family
PF08063	PADR1 (NUC008) domain
PF14009	PADRE domain
PF08527	Protein-arginine deiminase (PAD) middle domain
PF08526	Protein-arginine deiminase (PAD) N-terminal domain
PF04371	Porphyromonas-type peptidyl-arginine deiminase
PF03283	Pectinacetylesterase
PF15715	PCNA-associated factor histone like domain
PF03403	Platelet-activating factor acetylhydrolase, isoform II
PF03985	Paf1 
PF10255	RNA polymerase I-associated factor PAF67
PF15347	Phosphoprotein associated with glycosphingolipid-enriched
PF15284	Phage-encoded virulence factor
PF09411	Lipid A 3-O-deacylase (PagL)
PF07017	Antimicrobial peptide resistance and lipid A acylation protein PagP
PF02671	Paired amphipathic helix repeat
PF09699	Doubled CXXCH motif (Paired_CXXCH_1)
PF08316	Pal1 cell morphology protein
PF16756	Partner and localizer of BRCA2 WD40 domain
PF08733	PalH/RIM21
PF18663	Pallilysin beta barrel domain
PF02089	Palmitoyl protein thioesterase
PF00291	Pyridoxal-phosphate dependent enzyme
PF03656	Pam16
PF08566	Mitochondrial import protein Pam17
PF07145	Ataxin-2 C-terminal region
PF18101	Pan3 Pseudokinase domain
PF12534	Pannexin-like TM region of LRRC8
PF02569	Pantoate-beta-alanine ligase
PF02548	Ketopantoate hydroxymethyltransferase
PF12568	Acetyltransferase (GNAT) domain, PanZ
PF00024	PAN domain
PF08276	PAN-like domain
PF08277	PAN-like domain
PF14295	PAN domain
PF03309	Type III pantothenate kinase
PF08417	Pheophorbide a oxygenase
PF08601	Transcription factor PAP1
PF01569	PAP2 superfamily
PF14378	PAP2 superfamily
PF14360	PAP2 superfamily C-terminal
PF04795	PAPA-1-like conserved region
PF16911	Phthiocerol/phthiodiolone dimycocerosyl transferase C-terminus
PF03333	Adhesin biosynthesis transcription regulatory protein
PF13953	PapC C-terminal domain
PF13954	PapC N-terminal domain
PF14874	Flagellar-associated PapD-like
PF02753	Pili assembly chaperone PapD, C-terminal domain
PF00345	Pili and flagellar-assembly chaperone, PapD N-terminal domain
PF03628	PapG chaperone-binding domain 
PF03627	PapG carbohydrate binding domain
PF16626	Linking region between Kunitz_BPTI and I-set on papilin
PF03025	Papillomavirus E5
PF05776	Papillomavirus E5A protein
PF14855	Pilus-assembly fibrillin subunit, chaperone
PF02380	T-antigen specific domain
PF01507	Phosphoadenosine phosphosulfate reductase family
PF03828	Cid1 family poly A polymerase
PF04928	Poly(A) polymerase central domain
PF02711	E4 protein
PF04755	PAP_fibrillin
PF06864	Pilin accessory protein (PilO)
PF04926	Poly(A) polymerase predicted RNA binding domain
PF06521	PAR1 protein
PF12053	N-terminal of Par3 and HAL proteins
PF10609	NUBPL iron-transfer P-loop NTPase
PF03285	Paralemmin
PF01508	Paramecium surface antigen domain
PF01692	Paramyxovirus non-structural protein C
PF00973	Paramyxovirus nucleocapsid protein
PF02725	Non-structural protein C
PF01806	Paramyxovirinae P phosphoprotein C-terminal region
PF14320	Phosphoprotein P region PNT disordered
PF13825	Paramyxovirus structural protein V/P N-terminus
PF03210	Paramyxovirus P/V phosphoprotein C-terminal
PF01279	Parathyroid hormone family
PF08775	ParB family
PF02195	ParB-like nuclease domain
PF08857	Putative ParB-like nuclease
PF18064	Centromere-binding protein ParB C-terminal
PF10274	Parkin co-regulated protein
PF09386	Antitoxin ParD
PF07425	Pardaxin
PF03693	Bacterial antitoxin of ParD toxin-antitoxin type II system and RHH
PF11903	ParD-like antitoxin of type II bacterial toxin-antitoxin system
PF15781	ParE-like toxin of type II bacterial toxin-antitoxin system
PF06344	Parechovirus Genome-linked protein
PF05942	Archaeal PaREP1/PaREP8 family
PF07903	PaRep2a protein
PF07775	PaRep2b protein
PF05016	ParE toxin of type II toxin-antitoxin system, parDE
PF09274	ParG
PF05028	Poly (ADP-ribose) glycohydrolase (PARG)
PF17061	PARM
PF00644	Poly(ADP-ribose) polymerase catalytic domain
PF02877	Poly(ADP-ribose) polymerase, regulatory domain
PF01358	Poly A polymerase regulatory subunit
PF15861	Partial cleavage stimulation factor domain
PF00740	Parvovirus coat protein VP2
PF01057	Parvovirus non-structural protein NS1
PF00989	PAS fold
PF03793	PASTA domain
PF13596	PAS domain
PF14598	PAS domain
PF18095	UPF0242 C-terminal PAS-like domain
PF08446	PAS fold
PF08447	PAS fold
PF08448	PAS fold
PF07310	PAS domain
PF08348	YheO-like PAS domain
PF12860	PAS fold
PF13188	PAS domain
PF13426	PAS domain
PF09016	Pas factor saposin fold
PF09770	Topoisomerase II-associated protein PAT1
PF01734	Patatin-like phospholipase
PF02460	Patched family
PF18065	PatG C-terminal
PF18047	PatG Domain
PF09593	Beta-satellite pathogenicity beta C1 protein
PF19224	pATOM36 family
PF12951	Passenger-associated-transport-repeat
PF04721	PNGase C-terminal domain, mannose-binding module PAW
PF00292	'Paired box' domain
PF12403	Paired-box protein 2 C terminal
PF12360	Paired box protein 7 
PF03535	Paxillin family
PF15364	PAXIP1-associated-protein-1 C term PTIP binding protein
PF05625	PAXNEB protein
PF15384	PAXX, PAralog of XRCC4 and XLF, also called C9orf142
PF02170	PAZ domain
PF18349	PAZ domain
PF12212	PAZ domain
PF05870	Phenolic acid decarboxylase (PAD)
PF00564	PB1 domain
PF11986	Influenza A Proapoptotic protein
PF05874	Pheromone biosynthesis activating neuropeptide (PBAN)
PF03792	PBC domain
PF08789	PBCV-specific basic adaptor domain
PF00786	P21-Rho-binding domain
PF18809	phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease1
PF18810	phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease2
PF18812	phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease3
PF18813	phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease4
PF18814	phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease5
PF01161	Phosphatidylethanolamine-binding protein
PF14889	Penicillin-binding protein Tp47 domain a
PF14888	Penicillin-binding protein Tp47 domain C
PF14812	Transmembrane domain of transglycosylase PBP1 at N-terminal
PF18056	Penicillin Binding Protein 3 Domain 
PF07943	Penicillin-binding protein 5, C-terminal domain
PF03717	Penicillin-binding Protein dimerisation domain
PF01395	PBP/GOBP family
PF12727	PBP superfamily domain
PF12849	PBP superfamily domain
PF17093	Penicillin-binding protein N-terminus
PF07222	Proacrosin binding protein sp32
PF17356	Phage-like element PBSX protein XtrA
PF00427	Phycobilisome Linker polypeptide
PF13839	GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p
PF02229	Transcriptional Coactivator p15 (PC4)
PF06466	PCAF (P300/CBP-associated factor) N-terminal domain
PF17092	Penicillin-binding protein OB-like domain
PF03479	Plants and Prokaryotes Conserved (PCC) domain
PF09341	Transcription factor Pcc1
PF18140	Propionyl-coenzyme A carboxylase BT domain
PF12391	Protocatechuate 3,4-dioxygenase beta subunit N terminal
PF07418	Acidic phosphoprotein precursor PCEMA1
PF09461	Phytotoxin PcF protein
PF14284	PcfJ-like protein
PF14058	PcfK-like protein
PF01399	PCI domain
PF12237	Phosphorylated CTD interacting factor 1 WW domain
PF19307	Phage capsid-like protein
PF15717	Pericentriolar material 1 C terminus
PF13201	Putative carbohydrate metabolism domain
PF01135	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)
PF02747	Proliferating cell nuclear antigen, C-terminal domain
PF00705	Proliferating cell nuclear antigen, N-terminal domain
PF15473	PEST, proteolytic signal-containing nuclear protein family
PF07847	PCO_ADO
PF02429	Peridinin-chlorophyll A binding protein
PF08369	Proto-chlorophyllide reductase 57 kD subunit
PF01884	PcrB family
PF03462	PCRF domain
PF18459	Proprotein convertase subtilisin-like/kexin type 9 C-terminal domain
PF18464	Proprotein convertase subtilisin-like/kexin type 9 C-terminal domain
PF18463	Proprotein convertase subtilisin-like/kexin type 9 C-terminal domain
PF04314	Copper chaperone PCu(A)C
PF13798	Protein of unknown function with PCYCGC motif
PF01851	Proteasome/cyclosome repeat
PF09310	POU domain, class 2, associating factor 1
PF07676	WD40-like Beta Propeller Repeat
PF13739	Deacetylase PdaC
PF14756	Peptidase_C33-associated domain
PF18295	M17 aminopeptidase N-terminal domain 2
PF04194	Programmed cell death protein 2, C-terminal putative domain 
PF16021	Programmed cell death protein 7
PF07147	Mitochondrial 28S ribosomal protein S30 (PDCD9)
PF12705	PD-(D/E)XK nuclease superfamily
PF07788	PD-(D/E)XK nuclease superfamily
PF12784	PD-(D/E)XK nuclease family transposase
PF13366	PD-(D/E)XK nuclease superfamily
PF14281	PD-(D/E)XK nuclease superfamily
PF11645	PD-(D/E)XK endonuclease
PF04720	PDDEXK-like family of unknown function
PF04411	PD-(D/E)XK nuclease superfamily
PF08011	PD-(D/E)XK nuclease superfamily
PF18100	Phosphodiesterase 4 upstream conserved regions (UCR)
PF04868	Retinal cGMP phosphodiesterase, gamma subunit
PF08629	PDE8 phosphodiesterase
PF00233	3'5'-cyclic nucleotide phosphodiesterase
PF02112	cAMP phosphodiesterases class-II
PF08499	3'5'-cyclic nucleotide phosphodiesterase N-terminal
PF00341	PDGF/VEGF domain
PF04692	Platelet-derived growth factor, N terminal region
PF13190	PDGLE domain
PF02153	Prephenate dehydrogenase
PF17831	Pyruvate dehydrogenase E1 component middle domain
PF08370	Plant PDR ABC transporter associated
PF06422	CDR ABC transporter
PF00800	Prephenate dehydratase
PF10662	Ethanolamine utilisation - propanediol utilisation
PF15953	Putative propanediol utilisation
PF04166	Pyridoxal phosphate biosynthetic protein PdxA
PF03740	Pyridoxal phosphate biosynthesis protein PdxJ
PF00595	PDZ domain
PF12812	PDZ-like domain
PF13180	PDZ domain
PF17815	PDZ domain
PF17816	PDZ domain
PF17817	PDZ domain
PF17820	PDZ domain
PF10600	PDZ-associated domain of NMDA receptors
PF00934	PE family
PF08237	PE-PPE domain
PF08111	Pea-VEAacid family
PF05278	Arabidopsis phospholipase-like protein (PEARLI 4)
PF05041	Pecanex protein (C-terminus)
PF03211	Pectate lyase
PF14583	Oligogalacturonate lyase
PF06917	Periplasmic pectate lyase
PF12708	Pectate lyase superfamily protein
PF00544	Pectate lyase
PF01095	Pectinesterase
PF09492	Pectic acid lyase
PF04431	Pectate lyase, N terminus
PF08182	Pedibin/Hym-346 family
PF08308	PEGA domain
PF15275	PEHE domain
PF18736	HEPN pEK499 p136
PF16963	PelD GGDEF domain
PF16933	Putative exopolysaccharide Exporter (EPS-E)
PF04710	Pellino
PF15608	PELOTA RNA binding domain
PF17859	Pelovaterin
PF02452	PemK-like, MazF-like toxin of type II toxin-antitoxin system
PF04191	Phospholipid methyltransferase 
PF10251	Presenilin enhancer-2 subunit of gamma secretase
PF05927	Penaeidin
PF03965	Penicillinase repressor
PF01804	Penicillin amidase
PF00805	Pentapeptide repeats (8 copies)
PF01469	Pentapeptide repeats (8 copies)
PF13576	Pentapeptide repeats (9 copies)
PF13599	Pentapeptide repeats (9 copies)
PF00354	Pentaxin family
PF07589	PEP-CTERM motif
PF05524	PEP-utilising enzyme, N-terminal
PF00391	PEP-utilising enzyme, mobile domain
PF02896	PEP-utilising enzyme, PEP-binding domain
PF17232	Elicitor peptide 1-7
PF05131	Pep3/Vps18/deep orange family
PF00311	Phosphoenolpyruvate carboxylase
PF14010	Phosphoenolpyruvate carboxylase
PF01293	Phosphoenolpyruvate carboxykinase
PF00821	Phosphoenolpyruvate carboxykinase C-terminal P-loop domain
PF17297	Phosphoenolpyruvate carboxykinase N-terminal domain
PF18027	Cytosolic carboxypeptidase N-terminal domain
PF06394	Pepsin inhibitor-3-like repeated domain
PF03413	Peptidase propeptide and YPEB domain
PF13670	Peptidase propeptide and YPEB domain
PF11396	Putative beta-lactamase-inhibitor-like, PepSY-like
PF03929	PepSY-associated TM region
PF16357	Putative PepSY_TM-like
PF05380	Pao retrotransposon peptidase 
PF03566	Peptidase family A21
PF04258	Signal peptide peptidase
PF01478	Type IV leader peptidase family
PF03418	Germination protease
PF12384	Ty3 transposon peptidase
PF12382	Retrotransposon peptidase
PF02160	Cauliflower mosaic virus peptidase (A3)
PF01828	Peptidase A4 family
PF01829	Peptidase A6 family
PF01252	Signal peptidase (SPase) II
PF00112	Papain family cysteine protease
PF01640	Peptidase C10 family
PF16218	Peptidase family C101
PF17222	Viral cysteine endopeptidase C107
PF03415	Clostripain family
PF01088	Ubiquitin carboxyl-terminal hydrolase, family 1
PF01650	Peptidase C13 family
PF00656	Caspase domain
PF01470	Pyroglutamyl peptidase
PF01831	Peptidase C16 family
PF03051	Peptidase C1-like family
PF00648	Calpain family cysteine protease
PF05381	Tymovirus endopeptidase
PF05379	Carlavirus endopeptidase 
PF03510	2C endopeptidase (C24) cysteine protease family
PF01364	Peptidase family C25
PF03785	Peptidase family C25, C terminal ig-like domain
PF07722	Peptidase C26
PF05407	Rubella virus endopeptidase
PF05408	Foot-and-mouth virus L-proteinase
PF00548	3C cysteine protease (picornain 3C)
PF05409	Coronavirus endopeptidase C30
PF05410	Porcine arterivirus-type cysteine proteinase alpha
PF05411	Equine arteritis virus putative proteinase
PF05412	Equine arterivirus Nsp2-type cysteine proteinase
PF05413	Putative closterovirus papain-like endopeptidase
PF05415	Beet necrotic yellow vein furovirus-type papain-like endopeptidase
PF05416	Southampton virus-type processing peptidase
PF03412	Peptidase C39 family
PF13529	Peptidase_C39 like family
PF12381	Tungro spherical virus-type peptidase
PF00863	Peptidase family C4
PF05417	Hepatitis E cysteine protease
PF05533	Beet yellows virus-type papain-like endopeptidase C42
PF05543	Staphopain peptidase C47
PF02902	Ulp1 protease family, C-terminal catalytic domain
PF00770	Adenovirus endoprotease
PF03568	Peptidase family C50
PF05550	Pestivirus Npro endopeptidase C53
PF03416	Peptidase family C54
PF03290	Vaccinia virus I7 processing peptidase
PF03543	Yersinia/Haemophilus virulence surface antigen
PF00851	Helper component proteinase
PF12380	Gill-associated viral 3C-like peptidase
PF10275	Peptidase C65 Otubain
PF03577	Peptidase family C69
PF01830	Peptidase C7 family
PF12385	Papain-like cysteine protease AvrRpt2
PF12386	Pseudomurein endo-isopeptidase Pei
PF12387	Pestivirus NS2 peptidase
PF07910	Peptidase family C78
PF03569	Peptidase family C8
PF11713	Peptidase C80 family
PF01707	Peptidase family C9
PF05708	Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family
PF06035	Bacterial transglutaminase-like cysteine proteinase BTLCP
PF05903	PPPDE putative peptidase domain
PF15499	Ubiquitin-specific peptidase-like, SUMO isopeptidase
PF11962	Peptidase_G2, IMC autoproteolytic cleavage domain
PF01433	Peptidase family M1 domain
PF00413	Matrixin
PF08548	Peptidase M10 serralysin C terminal
PF05548	Gametolysin peptidase M11
PF01431	Peptidase family M13
PF05649	Peptidase family M13
PF00246	Zinc carboxypeptidase
PF01427	D-ala-D-ala dipeptidase
PF05951	Bacterial protein of unknown function (DUF882)
PF08291	Peptidase M15 
PF13539	D-alanyl-D-alanine carboxypeptidase
PF00675	Insulinase (Peptidase family M16)
PF05193	Peptidase M16 inactive domain
PF16187	Middle or third domain of peptidase_M16
PF00883	Cytosol aminopeptidase family, catalytic domain
PF02789	Cytosol aminopeptidase family, N-terminal domain
PF02127	Aminopeptidase I zinc metalloprotease (M18)
PF01244	Membrane dipeptidase (Peptidase family M19)
PF17900	Peptidase M1 N-terminal domain
PF01401	Angiotensin-converting enzyme
PF01546	Peptidase family M20/M25/M40
PF01551	Peptidase family M23
PF18421	Peptidase family M23 N-terminal domain
PF00557	Metallopeptidase family M24
PF16188	C-terminal region of peptidase_M24
PF07580	M26 IgA1-specific Metallo-endopeptidase C-terminal region
PF05342	M26 IgA1-specific Metallo-endopeptidase N-terminal region
PF01742	Clostridial neurotoxin zinc protease
PF04389	Peptidase family M28
PF02073	Thermophilic metalloprotease (M29)
PF01432	Peptidase family M3
PF10460	Peptidase M30
PF02074	Carboxypeptidase Taq (M32) metallopeptidase
PF02102	Deuterolysin metalloprotease (M35) family
PF02128	Fungalysin metallopeptidase (M36)
PF08439	Oligopeptidase F
PF01447	Thermolysin metallopeptidase, catalytic domain
PF01434	Peptidase family M41
PF05343	M42 glutamyl aminopeptidase
PF05572	Pregnancy-associated plasma protein-A
PF03410	Metallopeptidase from vaccinia pox
PF01435	Peptidase family M48
PF16491	CAAX prenyl protease N-terminal, five membrane helices
PF03571	Peptidase family M49
PF02868	Thermolysin metallopeptidase, alpha-helical domain
PF02163	Peptidase family M50
PF13398	Peptidase M50B-like
PF07998	Peptidase family M54
PF04951	D-aminopeptidase
PF05569	BlaR1 peptidase M56
PF12388	Dual-action HEIGH metallo-peptidase
PF05547	Immune inhibitor A peptidase M6
PF13402	Peptidase M60, enhancin and enhancin-like
PF18630	Peptidase M60 C-terminal domain
PF05299	M61 glycyl aminopeptidase
PF17899	Peptidase M61 N-terminal domain
PF09471	IgA Peptidase M64
PF10462	Peptidase M66
PF02031	Streptomyces extracellular neutral proteinase (M7) family
PF12389	Camelysin metallo-endopeptidase
PF03411	Penicillin-insensitive murein endopeptidase
PF09375	Imelysin
PF09768	Peptidase M76 family
PF06114	IrrE N-terminal-like domain
PF01457	Leishmanolysin
PF13678	NFkB-p65-degrading zinc protease
PF01752	Collagenase
PF06167	Glucose-regulated metallo-peptidase M90
PF14891	Effector protein
PF17033	Carboxypeptidase controlling helical cell shape catalytic
PF17129	C-terminal domain of metallo-carboxypeptidase
PF17130	beta-barrel domain of carboxypeptidase M99
PF08453	Peptidase family M9 N-terminal
PF13485	Peptidase MA superfamily
PF15887	Putative zinc-binding metallo-peptidase
PF15890	Putative zinc-binding metallo-peptidase
PF04327	Cysteine protease Prp
PF00450	Serine carboxypeptidase
PF00768	D-alanyl-D-alanine carboxypeptidase
PF02113	D-Ala-D-Ala carboxypeptidase 3 (S13) family
PF02129	X-Pro dipeptidyl-peptidase (S15 family)
PF00716	Assemblin (Peptidase family S21)
PF00717	Peptidase S24-like
PF10502	Signal peptidase, peptidase S26 
PF05577	Serine carboxypeptidase S28
PF02907	Hepatitis C virus NS3 protease
PF00944	Alphavirus core protein 
PF01577	Potyvirus P1 protease
PF05578	Pestivirus NS3 polyprotein peptidase S31
PF05579	Equine arteritis virus serine endopeptidase S32
PF05576	PS-10 peptidase S37
PF02122	Peptidase S39
PF03572	Peptidase family S41
PF11918	N-terminal domain of Peptidase_S41 in eukaryotic IRBP
PF10459	Peptidase S46
PF03574	Peptidase family S48
PF01343	Peptidase family S49
PF08496	Peptidase family S49 N-terminal
PF03575	Peptidase family S51
PF05580	SpoIVB peptidase S55
PF03576	Peptidase family S58 
PF02395	Immunoglobulin A1 protease
PF08192	Peptidase family S64
PF02016	LD-carboxypeptidase N-terminal domain
PF17676	LD-carboxypeptidase C-terminal domain
PF10461	Peptidase S68
PF00949	Peptidase S7, Flavivirus NS3 serine protease 
PF13884	Chaperone of endosialidase
PF13611	Serine peptidase of plant viral polyprotein, P1
PF03420	Prohead core protein serine protease
PF04586	Caudovirus prohead serine protease 
PF14550	Putative phage serine protease XkdF
PF00082	Subtilase family
PF20034	Peptidase S80 family
PF16361	N-terminal of Subtilase family
PF00326	Prolyl oligopeptidase family
PF02897	Prolyl oligopeptidase, N-terminal beta-propeller domain
PF01136	Peptidase family U32
PF16325	Peptidase family U32 C-terminal domain
PF03419	Sporulation factor SpoIIGA 
PF10464	Peptidase U40
PF10463	Peptidase U49
PF05582	YabG peptidase U57
PF18294	Peptidase S41 N-terminal domain
PF01195	Peptidyl-tRNA hydrolase
PF08530	X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain
PF09168	X-Prolyl dipeptidyl aminopeptidase PepX, N-terminal
PF01327	Polypeptide deformylase
PF09370	Phosphoenolpyruvate hydrolase-like
PF01562	Reprolysin family propeptide
PF13714	Phosphoenolpyruvate phosphomutase
PF04080	Per1-like family
PF06590	PerB protein
PF06069	PerC transcriptional activator
PF07054	Pericardin like repeat
PF03036	Perilipin family
PF17316	Perilipin protein
PF12114	Period protein 2/3C-terminal region
PF00532	Periplasmic binding proteins and sugar binding domain of LacI family
PF01497	Periplasmic binding protein
PF13377	Periplasmic binding protein-like domain
PF13407	Periplasmic binding protein domain
PF13433	Periplasmic binding protein domain
PF13458	Periplasmic binding protein
PF18610	Periplasmic binding protein domain
PF08259	Periviscerokinin family
PF15629	Permuted single zf-CXXC unit 
PF00141	Peroxidase
PF01328	Peroxidase, family 2
PF11895	Fungal peroxidase extension region
PF04088	Peroxin 13, N-terminal region
PF12827	Peroxisomal biogenesis protein family
PF04882	Peroxin-3
PF03212	Pertactin
PF09275	Pertussis toxin S4 subunit
PF09276	Pertussis toxin S5 subunit 
PF02917	Pertussis toxin, subunit 1
PF02918	Pertussis toxin, subunit 2 and 3, C-terminal domain
PF07149	Pes-10
PF06732	Pescadillo N-terminus
PF16754	Bacterial toxin homologue of phage lysozyme, C-term
PF16329	Pestivirus envelope glycoprotein E2
PF06297	PET Domain
PF09803	Pet100
PF15786	PET assembly of cytochrome c oxidase, mitochondrial
PF05476	PET122
PF08634	Mitochondrial protein Pet127
PF10203	Cytochrome c oxidase assembly protein PET191
PF08692	Mitochondrial protein Pet20
PF02529	Cytochrome B6-F complex subunit 5
PF05115	Cytochrome B6-F complex subunit VI (PetL)
PF08041	PetM family of cytochrome b6f complex subunit 7
PF03742	PetN 
PF09262	Peroxisome biogenesis factor 1, N-terminal 
PF09263	Peroxisome biogenesis factor 1, N-terminal 
PF05648	Peroxisomal biogenesis factor 11 (PEX11)
PF04695	Pex14 N-terminal domain
PF08610	Peroxisomal membrane protein (Pex16)
PF04614	Pex19 protein family
PF06398	Integral peroxisomal membrane peroxin
PF07163	Pex26 protein
PF04757	Pex2 / Pex12 amino terminal region
PF18328	Fatty acid synthase subunit PfaD N-terminal domain
PF05714	Borrelia Bbcrasp-1 domain containing protein
PF03011	PFEMP1 DBL domain
PF09216	Pfg27
PF00365	Phosphofructokinase
PF00294	pfkB family carbohydrate kinase
PF18468	Phosphofructokinase N-terminal domain yeast
PF02901	Pyruvate formate lyase-like
PF17147	Pyruvate:ferredoxin oxidoreductase core domain II
PF12367	Pyruvate ferredoxin oxidoreductase beta subunit C terminal
PF09070	PFU (PLAA family ubiquitin binding)
PF11567	Plasmodium falciparum UIS3 membrane protein
PF10333	GPI-Mannosyltransferase II co-activator
PF07543	Protein trafficking PGA2
PF13994	PgaD-like protein
PF07819	PGAP1-like protein
PF06162	Putative pyroglutamyl peptidase PgaPase_1
PF09587	Bacterial capsule synthesis protein PGA_cap
PF15437	Plasminogen-binding protein pgbA C-terminal
PF15436	Plasminogen-binding protein pgbA N-terminal
PF15549	PGC7/Stella/Dppa3 domain 
PF18627	Peptidoglycan GlcNAc deacetylase N-terminal domain
PF16896	Phosphogluconate dehydrogenase (decarboxylating) C-term
PF19304	D-3-phosphoglycerate dehydrogenase intervening domain
PF14083	PGDYG protein
PF18204	PGF-CTERM motif
PF13962	Domain of unknown function
PF00342	Phosphoglucose isomerase
PF00162	Phosphoglycerate kinase
PF17836	PglD N-terminal domain
PF15864	Protein glycosylation ligase
PF08665	PglZ domain
PF18105	PGM1 C-terminal domain 
PF02878	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I
PF02879	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II
PF02880	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III
PF00408	Phosphoglucomutase/phosphomannomutase, C-terminal domain
PF04608	Phosphatidylglycerophosphatase A
PF09656	Putative transmembrane protein (PGPGW)
PF09419	Mitochondrial PGP phosphatase
PF01471	Putative peptidoglycan binding domain
PF08823	Putative peptidoglycan binding domain
PF09374	Predicted Peptidoglycan domain
PF12229	Putative peptidoglycan binding domain
PF18353	Phosphoglucose isomerase N-terminal domain
PF00169	PH domain
PF09638	Ph1570 protein
PF06542	Regulator protein PHA-1
PF07167	Poly-beta-hydroxybutyrate polymerase (PhaC) N-terminus
PF10653	Protein gp45 of Bacteriophage A118
PF09215	Bacteriophage T4, Gp8
PF09077	Mu B transposition protein, C terminal 
PF09306	Bacteriophage, scaffolding protein
PF09097	Baseplate structural protein, domain 1
PF09096	Baseplate structural protein, domain 2
PF13550	Putative phage tail protein
PF18894	Putative phage metallopeptidase
PF10145	Phage-related minor tail protein
PF09251	Salmonella phage P22 tail-spike
PF09584	Phage shock protein PspD (Phageshock_PspD)
PF09583	Phage shock protein G (Phageshock_PspG)
PF08200	Bacteriophage 1.1 Protein 
PF08010	Bacteriophage protein GP30.3
PF06019	Phage GP30.8 protein
PF18066	Phage ABA sandwich domain
PF05930	Prophage CP4-57 regulatory protein (AlpA)
PF06530	Phage antitermination protein Q
PF06323	Phage antitermination protein Q
PF17585	Accessory recombination function protein
PF10554	Ash protein family
PF05354	Phage Head-Tail Attachment
PF02304	Scaffold protein B
PF04717	Type VI secretion system/phage-baseplate injector OB domain
PF09356	Phage conserved hypothetical protein BR0599
PF12025	Phage protein C
PF05065	Phage capsid family 
PF19821	Phage capsid protein
PF09018	P3 major capsid protein
PF03864	Phage major capsid protein E
PF05125	Phage major capsid protein, P2 family 
PF05269	Bacteriophage CII protein
PF16452	Bacteriophage CI repressor C-terminal domain
PF07022	Bacteriophage CI repressor helix-turn-helix domain
PF16790	Bacteriophage clamp loader A subunit
PF09063	Phage PP7 coat protein
PF19199	Phage major coat protein, Gp8
PF05357	Phage Coat Protein A
PF05356	Inovirus Coat protein B
PF05352	Phage Connector (GP10)
PF05135	Phage gp6-like head-tail connector protein
PF10743	Regulatory phage protein cox
PF06892	Phage regulatory protein CII (CP76)
PF05144	Phage replication protein CRI  
PF02303	Helix-destabilising protein
PF11126	Transcriptional regulator DsbA
PF05367	Phage endonuclease I
PF02305	Capsid protein (F protein)
PF03335	Phage tail fibre repeat
PF03406	Phage tail fibre repeat
PF06820	Putative prophage tail fibre C-terminus
PF05798	Bacteriophage FRD3 protein
PF02306	Major spike protein (G protein)
PF11108	Viral glycoprotein L
PF07410	Streptococcus thermophilus bacteriophage Gp111 protein
PF06854	Bacteriophage Gp15 protein
PF17549	Gene Product 17
PF09355	Phage protein Gp19/Gp15/Gp42
PF06810	Phage minor structural protein GP20
PF10669	Protein gp23 (Bacteriophage A118)
PF13876	Phage protein (N4 Gp49/phage Sf6 gene 66) family
PF11246	Base plate wedge protein 53
PF05840	Bacteriophage replication gene A protein (GPA)
